customerId,firstName, lastName, phone, email, gender,address,is_active
CUS85540122324,Alejandro,Lamb,(969) 686-3080,sodehif@ticipfog.ky,Male,1231 Vevpi Point,FALSE
CUS71673759136,Cole,Bishop,(940) 786-9944,tujejni@beodaez.mx,Female,255 Afesa Place,FALSE
CUS51492534748,Nell,Willis,(786) 526-3310,newap@pi.ca,Male,203 Vanej Terrace,TRUE
CUS89391537436,Eunice,Nash,(208) 668-6822,tazjo@aruepa.bj,Female,735 Mohah Loop,FALSE
CUS34414342248,Hulda,Adams,(222) 673-6975,firiduge@hetut.edu,Female,1631 Ihiapo Place,FALSE
CUS85306867636,Winnie,Ruiz,(343) 854-2147,oromeblew@guh.br,Male,40 Porven Path,TRUE
CUS41620091136,Lulu,Peters,(534) 446-5876,depbe@dojnef.jm,Female,819 Soeni Circle,FALSE
CUS76431995424,Carrie,Lambert,(428) 505-4505,ajipoza@fu.tg,Female,24 Kenvo Place,TRUE
CUS49043256712,Claudia,Wallace,(402) 598-8890,gehuvo@maw.an,Female,1176 Retev Terrace,TRUE
CUS72455911636,Harvey,Norman,(564) 302-7656,wikko@cor.in,Female,861 Ninwaj Key,FALSE
CUS76323650536,Allen,Holmes,(604) 342-7890,pidufi@nilwud.tw,Male,580 Apfe Extension,FALSE
CUS88981383060,Addie,Phelps,(218) 263-7948,colpa@tiuztuh.cl,Male,1920 Logije Street,TRUE
CUS39932475860,Rosetta,Phillips,(431) 493-8162,bojvinehe@gidlilce.ir,Female,1447 Senu Street,FALSE
CUS71061600236,Cynthia,Wilkerson,(812) 432-7698,ipe@nonuc.by,Male,1392 Pebup Junction,TRUE
CUS82902204048,Roxie,Jimenez,(965) 648-7651,ewuapi@ela.sx,Female,383 Sedi Pass,FALSE
CUS23794627236,Joe,Williamson,(310) 678-5481,napekkuf@pejieme.gov,Female,1392 Fecgop Pike,FALSE
CUS26387189924,Herbert,Cruz,(229) 920-9093,diwi@ne.aw,Female,1471 Petgic Pass,TRUE
CUS21448600660,Daisy,Reid,(233) 586-9007,vazo@pukni.bs,Male,1545 Wahsi Way,FALSE
CUS28359059636,Adam,Gray,(531) 859-4029,mucdaoge@sid.mt,Female,1049 Fahim Trail,FALSE
CUS24876535024,Georgia,Chavez,(410) 755-9301,itjotot@biat.ac,Male,1225 Utovuv Ridge,FALSE
CUS99969648836,Cameron,Ward,(481) 537-9300,wa@nod.sd,Female,1094 Lini Turnpike,TRUE
CUS24088924924,Sean,Blair,(453) 389-1311,modlitoz@caz.ni,Female,99 Kule Point,TRUE
CUS47235345848,Lucinda,Warner,(485) 806-4396,sozzap@vocabuga.pw,Female,781 Buzis Drive,FALSE
CUS91785706260,Clifford,Carson,(378) 382-3215,ci@bimfekzav.jo,Male,857 Tazag Ridge,FALSE
CUS43761020324,Jordan,Castro,(378) 480-8002,vizzu@dugnucub.sc,Female,1320 Zalheg Mill,TRUE
CUS34209759536,Lura,Wolfe,(338) 681-8065,wan@fid.tj,Male,824 Cazi Terrace,FALSE
CUS25686497124,Delia,Strickland,(644) 750-5524,jusliwij@jutcud.gs,Male,133 Jetoj Turnpike,FALSE
CUS82975290836,Chris,Burgess,(572) 267-4836,no@wic.gq,Male,165 Asufo Ridge,FALSE
CUS73405113548,Gregory,Oliver,(776) 220-2573,vedpieco@boc.sn,Male,1056 Wudo Manor,TRUE
CUS35971660324,Ora,Peters,(554) 825-9282,le@ku.ro,Male,1612 Torej Plaza,TRUE
CUS39918967036,Amanda,Mitchell,(306) 343-3072,sudecfi@tufpoge.kw,Male,5 Suece Park,FALSE
CUS92282838424,Jennie,Rodgers,(255) 623-3434,is@tekwiab.nz,Male,1291 Donos Avenue,FALSE
CUS60872957536,Nora,Murray,(312) 778-6517,ogror@terackec.uk,Female,443 Disik Ridge,TRUE
CUS68788176736,Lydia,Perry,(239) 344-4559,gowanpub@ne.re,Male,746 Ijopej Ridge,TRUE
CUS54257324424,Cora,Chapman,(336) 228-5454,va@wi.gw,Female,322 Urgig Highway,TRUE
CUS84628605936,Donald,Powers,(249) 911-5766,meb@zo.jp,Female,1422 Tucdem Ridge,TRUE
CUS96773979748,Blanche,Bishop,(703) 510-6606,wab@ep.at,Female,160 Davat Plaza,FALSE
CUS29266396048,Elva,Hardy,(384) 555-1094,wipatos@ka.tw,Female,1678 Vaajo Center,TRUE
CUS29438435436,Duane,Nunez,(443) 486-8936,ugjaguj@dud.lk,Male,1765 Womtok Drive,TRUE
CUS27921573560,Danny,Franklin,(580) 261-7492,afadem@rokil.gn,Female,1505 Ehewa Highway,TRUE
CUS72587739024,Alberta,Cummings,(734) 441-7130,kusake@lin.lk,Male,1940 Nomjot Heights,TRUE
CUS32300148636,Jennie,Lyons,(453) 968-7005,biw@lahwadti.net,Female,233 Noval Loop,FALSE
CUS78724169460,Mattie,Bridges,(555) 515-6777,ciebto@hodirul.tm,Female,54 Mogeb Point,FALSE
CUS30839777436,Julia,Hanson,(231) 451-8940,jifudoki@tefoas.org,Female,1361 Mafo Terrace,TRUE
CUS12067588648,Cody,Miles,(424) 934-7859,itunu@li.nc,Male,174 Ocawin Center,TRUE
CUS30883961648,Nelle,Pearson,(975) 561-2251,newgep@ucesaji.br,Male,1799 Rego Lane,FALSE
CUS94394525660,Olivia,Hunter,(969) 526-2694,ero@aspowa.to,Female,305 Zufde Trail,TRUE
CUS22175171548,Bernard,Bishop,(518) 883-6934,ci@kerite.vn,Male,203 Cije Pass,TRUE
CUS32883201036,George,Cox,(423) 533-4762,beeja@kidisi.gm,Male,1628 Somjir Court,FALSE
CUS65737102048,Viola,Simpson,(541) 921-7681,refov@evepaj.tt,Female,1476 Puge Highway,TRUE
CUS85173945648,Ella,Hogan,(259) 915-8327,hikje@tuucu.pw,Male,1158 Buis Extension,TRUE
CUS87855694648,Lelia,Ward,(965) 469-6189,ruj@ned.ar,Male,234 Duori Park,FALSE
CUS61377092636,Blanche,Wolfe,(241) 910-6127,nec@wehto.gb,Male,1597 Jagej Lane,FALSE
CUS23725240860,Jose,McCarthy,(576) 775-6418,keezgi@cobobsez.td,Male,370 Zoko Court,FALSE
CUS63810025324,Lura,Roy,(741) 348-3132,je@wi.tr,Female,1313 Fevdad Avenue,TRUE
CUS75089185736,Lina,Johnson,(852) 353-5134,tofmawe@mahi.uy,Female,266 Wufeni Terrace,FALSE
CUS18696329624,Mayme,Austin,(604) 722-8175,suzovoco@nu.sd,Female,919 Gageza Mill,FALSE
CUS48013512748,Gilbert,Flowers,(983) 258-6488,hun@hukucir.pn,Male,1282 Jacdu Junction,FALSE
CUS85948513060,Jeanette,Allison,(535) 215-5561,zilzegoze@ne.ke,Male,1131 Ofsos Turnpike,FALSE
CUS51156918536,Chad,Meyer,(505) 554-3269,tun@padokup.my,Female,1318 Kaki Turnpike,FALSE
CUS52484809248,Laura,Hernandez,(617) 299-8888,imizut@nifej.bo,Male,1307 Nuso View,FALSE
CUS65605310948,Mina,Hernandez,(525) 941-5247,dic@didca.bw,Male,127 Keuca Court,TRUE
CUS21034227848,Violet,Lane,(219) 339-4316,wefcim@zabze.co,Male,534 Capop Place,FALSE
CUS97293672348,Maria,Patton,(946) 421-6971,itesugif@soukbut.gf,Male,800 Hevvu Trail,FALSE
CUS68177114336,Henrietta,Pope,(345) 285-5905,macalgu@asi.bf,Male,683 Febin Lane,TRUE
CUS57456090748,Roy,Hudson,(618) 455-6153,mabuf@awvote.om,Male,2000 Kinof Pike,FALSE
CUS85077960148,Sara,Dean,(923) 438-6303,biocifob@ra.lb,Male,967 Zegoj Road,FALSE
CUS99301938124,Carrie,Delgado,(422) 223-2417,lifono@cigfawde.pn,Female,8 Vuew Center,FALSE
CUS21873622560,Anthony,Hanson,(586) 227-6661,muma@zethas.ai,Male,1494 Odwar Drive,FALSE
CUS77960564960,Isaiah,Carter,(887) 694-3060,fuhej@wo.bz,Female,298 Mesoj Parkway,TRUE
CUS59787184336,Lawrence,Mendoza,(471) 767-8938,dekutpa@kitaw.lv,Female,1490 Sasag Trail,TRUE
CUS57345071360,Hallie,Williams,(835) 603-1704,kanab@nagolhu.mr,Female,1703 Jahze Street,TRUE
CUS64969783548,Billy,Richards,(673) 876-3374,reute@resofo.si,Male,1651 Wifce Avenue,TRUE
CUS39556791048,Marie,Shelton,(832) 444-5139,zeftozha@gal.mv,Female,1801 Owulu Glen,TRUE
CUS95519496524,Maud,Hopkins,(607) 284-7546,cij@tub.tz,Male,445 Wogmi River,TRUE
CUS75571829548,Jared,Patrick,(623) 734-3570,nupefrif@zoh.bi,Female,1409 Sajca Turnpike,FALSE
CUS21057081712,Derrick,Riley,(857) 786-3361,zol@wogi.lb,Female,1125 Deude View,FALSE
CUS30977259524,Evelyn,Duncan,(614) 942-4281,he@jonfiudi.lb,Female,1750 Bozi Center,FALSE
CUS72564466848,Stella,Potter,(709) 497-7165,ukehid@pokif.ke,Female,1315 Kurwu Square,FALSE
CUS16118875136,Eugene,Vasquez,(910) 615-4332,wehgi@esaoda.cm,Male,889 Celir Terrace,FALSE
CUS20938224860,Celia,Nguyen,(950) 672-4733,giruru@manrugil.cz,Female,1308 Laan Square,FALSE
CUS50692985124,Lulu,Torres,(651) 925-4282,duk@kivlutbe.lu,Female,716 Gobto Extension,TRUE
CUS31499600748,Johnny,Norton,(529) 960-3340,gire@ucda.fk,Female,616 Pezven Trail,FALSE
CUS89896323760,Eric,Pratt,(822) 207-4152,futjod@kesa.yt,Male,11 Riji Lane,TRUE
CUS94427715760,Alma,French,(243) 649-9864,ahho@zausoiba.gn,Male,395 Jaod Court,FALSE
CUS12548503024,Michael,Maldonado,(885) 243-9925,oguugonu@fanepuil.fj,Male,1142 Follo Grove,TRUE
CUS25940235860,Jacob,Nichols,(487) 473-2315,jufgam@nafe.bv,Male,1182 Bempe River,FALSE
CUS89007603260,Clyde,Shaw,(861) 244-3884,ralo@mi.de,Female,618 Icumot Highway,TRUE
CUS88222138060,Gussie,Perez,(614) 773-8730,oweit@jidu.re,Female,717 Bujgif Terrace,FALSE
CUS90165973448,Michael,Gomez,(861) 979-6639,varot@tab.pk,Male,916 Hoez Center,TRUE
CUS49132212924,Delia,Cain,(771) 390-5677,decpu@osza.bb,Female,1133 Fepi Pass,TRUE
CUS51013379448,Harriet,Barber,(463) 618-3032,wutic@te.eu,Male,1909 Rucuj Loop,TRUE
CUS31460843636,Vernon,Ross,(780) 588-2755,buwtiz@ejebo.dm,Female,1591 Sinba Glen,FALSE
CUS22066462036,Dean,Stanley,(554) 470-2549,ronma@nigfup.kg,Female,1039 Lobafu View,FALSE
CUS50836890224,Amanda,Nichols,(601) 927-1223,mato@em.bf,Male,42 Omzo Plaza,FALSE
CUS49548286724,Joel,Collins,(871) 522-4117,nic@zohda.gg,Female,1958 Adruv Drive,TRUE
CUS54723065924,Lura,Fowler,(313) 626-8493,fecapu@gebibwiw.dz,Male,1082 Kuwzac Avenue,TRUE
CUS74927279248,Lelia,Pope,(768) 599-6726,cat@fap.gf,Male,874 Nekcor Boulevard,TRUE
CUS23119707612,Jorge,Kim,(236) 403-5342,ahi@tu.mx,Female,1634 Reje Lane,TRUE
CUS79435788348,Caleb,Morgan,(354) 756-1685,lu@fupa.cg,Female,1677 Ceow Square,TRUE
CUS53058519136,Lucinda,Ballard,(663) 720-7513,la@jor.la,Male,1287 Pales Avenue,TRUE
CUS21896408948,Lillian,Thomas,(942) 531-5874,ke@apoez.af,Male,1236 Burik Terrace,FALSE
CUS33313505612,Erik,Fitzgerald,(907) 709-5191,gubauw@babvoatu.mv,Female,1478 Cihufu Pike,FALSE
CUS92399976736,Maud,Morrison,(977) 671-4899,pozakhiv@guw.pa,Male,1677 Ihru Pike,FALSE
CUS87277144424,Addie,Thomas,(344) 364-5194,bef@vacvato.jm,Female,201 Keler Road,TRUE
CUS49456106048,Mamie,Welch,(259) 705-7067,rujinid@jodbazub.bj,Male,1704 Rise Extension,TRUE
CUS48468492260,Nannie,Burke,(215) 727-4736,lo@habuobe.pl,Male,1831 Acihic Court,FALSE
CUS33330017136,Mina,Flores,(854) 628-2215,ipoedeaj@ce.bi,Female,1450 Zozke Trail,TRUE
CUS45739805160,Katherine,Newton,(712) 586-6178,nahiz@guonumad.rs,Female,1438 Nawi Extension,TRUE
CUS74755924260,Calvin,Neal,(554) 434-8767,gihpu@kalwuv.ae,Female,992 Nilti Park,FALSE
CUS61127734360,Sally,Hudson,(454) 348-2097,fab@desop.ee,Female,1167 Kapwi View,FALSE
CUS99517431760,Lida,Carpenter,(833) 737-2043,ce@hu.qa,Male,1182 Cudi Heights,FALSE
CUS63174906660,Nettie,Mann,(962) 865-3080,uketole@caz.nr,Male,153 Raoh Court,FALSE
CUS12978379648,Eleanor,Fleming,(771) 573-1187,huwfuhu@ziwsat.ng,Female,1788 Soca Terrace,FALSE
CUS48386797236,Mamie,Lawson,(865) 964-1702,lotap@sibajno.hk,Male,897 Takec River,TRUE
CUS22282351960,Bernice,Page,(529) 934-4950,gaciwzob@gagwin.et,Male,1912 Cucna Highway,TRUE
CUS85850831324,Bradley,Clark,(852) 956-4174,jaj@kup.so,Male,896 Afku Point,FALSE
CUS72146127924,Gene,Guerrero,(774) 326-5408,okemolag@cefnavmi.pt,Female,1625 Apecuv Court,FALSE
CUS53610783760,Louisa,Ingram,(686) 249-6344,ajwickod@jerkozted.tz,Male,1047 Gisvon Glen,FALSE
CUS98576411048,Jorge,Schwartz,(931) 874-3154,hulik@nat.bm,Female,1747 Jomeg Drive,TRUE
CUS46697530548,Kevin,Hamilton,(585) 602-8288,iwmal@an.org,Male,1749 Jemmi Park,TRUE
CUS17067234048,Cecelia,White,(705) 347-1316,kiwos@tefke.za,Female,802 Vorzo Mill,FALSE
CUS48078076848,Martha,Francis,(750) 595-1164,ungiupi@fosgigwaz.bg,Female,1007 Wami Extension,TRUE
CUS98415147860,Philip,Pearson,(810) 999-4953,zodwu@okzejun.mc,Female,159 Lavo Road,FALSE
CUS77308022036,Emily,Powers,(436) 209-3297,de@docol.ir,Female,787 Ugdov Plaza,TRUE
CUS30868741636,Rosetta,Lloyd,(745) 456-5288,isa@to.ls,Female,1333 Gouha Circle,FALSE
CUS86119368036,Matilda,Hoffman,(343) 997-3789,bilila@baf.lb,Female,1865 Meiko Drive,FALSE
CUS82694383336,Myrtie,Neal,(858) 908-2118,joczavbe@vuvuazu.fi,Male,1742 Fuopu Junction,TRUE
CUS72077941560,Lola,McDonald,(335) 334-9393,cazpod@ujolutdu.ht,Female,223 Dada Pass,TRUE
CUS53810870936,Dean,Gardner,(226) 234-3692,bizvug@op.mt,Female,1838 Puco Circle,TRUE
CUS53529945924,Angel,Mendoza,(626) 599-1811,zezwa@ewiijde.sn,Male,1253 Sastu Drive,TRUE
CUS35924784912,Virgie,Little,(685) 404-3702,mibavke@ba.md,Male,1586 Cejuk Way,TRUE
CUS97802516060,Jane,Spencer,(425) 872-9949,oloun@seen.org,Female,447 Fuhva Mill,FALSE
